movie_id,movie_name,year,runtime,genre,rating,description,director
tt18251794,A Good Son,2022,117 min,"Comedy, Horror",8.7,A comical horror movie about a commotion that happened after the sons decide to fulfill their filial duties to their mother who returned as a zombie shortly after her funeral.,Lee Hoon-guk
tt4228378,Shhh!,1993,135 min,"Horror, Mystery, Thriller",8.7,"A film crew arrives at a village and is soon haunted by supernatural beings, during their shoot of a horror movie.",Upendra
tt9221802,Seton Falls Park,2019,,Horror,8.7,He lurks deep in Seton Falls Park. Waiting to chop off body parts to consume. His name is Mr. Wiggly... And these are his Woods.,Mike Benz
tt3118072,Laurence,2016,100 min,"Crime, Drama, Horror",8.7,A young photographer fears he's being haunted by a vengeful spirit.,"Stephen Kellam, 
Richard D. Endacott"
tt14787448,Director,2022,121 min,"Drama, Horror, Thriller",8.7,A film director meets with an accident and his life takes a major turn. What happened before and after the accident and what he is seeing which no one can see.,"Karthik Krishna, 
Kiran Ponnada"
tt12842808,Rumah Pasung,2016,77 min,Horror,8.7,"Ryan, Sultan and Mayang are the crew for the tv program. One day Ryan has to attend the funeral of his biological father. Ryan's parents unmask Ryan's past. Ryan is adopted son. Ryan's father left a house for him.",Nayato Fio Nuala
tt0467114,Valentina,1989,,"Action, Horror",8.7,THE SERPENT-HAIRED VIXEN SOWS FEAR AND TERROR AMONG THE TOWNSPEOPLE AND CITE DWELLERS ALIKE.,Santiago Garcia
tt14676768,Ieandavi,2021,117 min,Horror,8.7,"Three couples take on an adventurous journey into the forest but soon one of the girls goes missing. Their search for her takes a horrific turn when one of the boys dies. Soon, the group ...                See full summary »",Phani Ram
tt3135540,Heavy Water,2014,93 min,"Drama, Horror",8.7,"Home after 5 years in prison, River must choose between his broken family and a strange, 'perfect' drug from an old friend.",Andrew Donoho
tt10234010,Dark Ditties Presents 'Dad',2021,,Horror,8.7,"David is a young man who is fighting for survival in a world destroyed by a Zombie apocalypse, caused by The Risen Word Cult Leader Tyberius Krane. Lost in the woods with his father Terry ...                See full summary »",Adam Evans
tt4890154,The Abducted,2015,,Horror,8.7,"A killer has a group of abducted girls. One escapes, then the others try as well. He has simple rules: ""If you try to escape, you die.""",Larry Rosen
tt2592964,Mangrove Slasher 2,2011,47 min,Horror,8.7,"Lurking in the mangroves just beyond the swamps at the edge of the coast, lives a shadowy figure hellbent on ruining everyone's good time. His method - A machete. His reasons - We may never...                See full summary »",Sean Haitz
tt2322496,Venge,2012,,Horror,8.7,Venge is a hauntingly creepy claustrophobic film based on real events about demonic forces physically and emotionally ravaging a family with no end in sight.,Eric Ruiz
tt8851068,Way in the dark: Confinement,2013,54 min,"Horror, Thriller",8.7,Add a Plot,Andrey Demianskiy
tt26457210,The Accident,2023,,Horror,8.6,"When Rachel discovers that her twin sister was actually killed in cold blood and did not die in a car accident, she must incite her sister's spirit to take revenge on the killer.","Amith Reddy, 
Divya, 
Chandra Sekhara Azad, 
Srikant Rachakonda"
tt25030660,Keeping Secrets,2023,,"Crime, Horror, Thriller",8.6,"Determined to prove herself, a police officer must go undercover at a seedy lounge to catch a serial killer.",Omegia Keeys
tt19636300,Geetha,2022,,"Action, Drama, Horror",8.6,Geeta (Hebba Patel) is a dumb orphan girl. She runs an orphanage with the support of her childhood deaf friend Valli (Priya) . Geeta and Priya gathers list like who are not having children ...                See full summary »,Viswa R Rao
tt7140554,Eyeless Jack,2018,,Horror,8.6,Judge Mathis goes on a thrilling adventure on the quest to find the lost aura of space.,"Chris Barcia, 
Joanna 'Priss' Medina"
tt21239560,Minacious,2022,92 min,"Horror, Thriller",8.6,A customer service agent working from home is terrorized by a dissatisfied psychopathic caller.,Richard Anthony Dunford
tt3252088,Sex & Violence,2013,55 min,"Comedy, Drama, Horror",8.6,"When Nathan's closest friends get together to celebrate his first year of sobriety, they are unaware that serial killer Robert Craven has recently escaped from a nearby asylum and is headed straight their way.",Giancarlo Orellana
tt13374002,Stranger's House,2019,105 min,"Horror, Mystery, Thriller",8.6,Add a Plot,Htoo Paing Zaw Oo
tt18332884,Black Dog,2022,65 min,Horror,8.6,"A low budget filmmaker is checking his latest footage/rushes, but soon realizes he needs more actresses for his latest production. A crazy film, totally surreal look at the inside of his ...                See full summary »",Paul T.T. Easter
tt13491170,Curse of the Werehuahua,2021,,Horror,8.6,"Dustin and Gary are forced to navigate their way through a modern myth when Dustin is bitten by a radioactive chihuahua. Once a curse takes hold of Dustin, he and Gary are forced to run for their lives from the monster slayer, Van Helsing.",Lucas Millhouse
tt15341464,Kalkokkho,2021,125 min,"Drama, Horror, Mystery",8.6,"At 6 am on June 21, a doctor in the frontlines of the COVID-19 pandemic meets a woman clad in a protective suit during his morning jog. After ignoring the woman's pleas to see a patient at ...                See full summary »","Sarmistha Maiti, 
Rajdeep Paul"
tt2875968,Skid Row,2013,96 min,"Action, Crime, Horror",8.6,"When a prostitute and a junkie are viciously murdered, homicide detectives Ross (Stallone) and Lynch (Babushkina) are sent in to investigate. But as the death tole and pressure rises they ...                See full summary »",Michael Shershenovich
tt13962396,Bedridden,2021,,Horror,8.6,"Bedridden tells the story of Teri, a weary widow, facing the painful task of rebuilding her life as a single mother, following a traumatic encounter with an armed assailant. When her worst ...                See full summary »",Dakota
tt5544722,Trinity,2016,84 min,"Drama, Horror",8.6,"A man accidentally bumps into the priest who abused him when he was a child at a local coffeeshop, sending him on a twisted journey through his past.",Skip Shea
tt3650720,Legacy,2015,66 min,"Drama, Horror, Thriller",8.6,"Fifteen years after a horrific incident causes Mary to sever ties with her mother, her homecoming proves that some bloodlines can't be cut.",Rachel C. Wilson
tt23865064,Metamorphosis,2022,,"Action, Horror, Sci-Fi",8.6,Researchers become trapped in their facility when a mutant T-Rex escapes from its cage. Unable to defend themselves from the creature they turn to other mutant animals in order to escape being eaten.,Chen Liang Yan
tt6039316,Oscuro by Rene Potter,2016,80 min,Horror,8.6,"Sofia and her sister move to the city where their dead parents grew up, when Sofia tries to make a party on Halloween night, people from a pagan cult ruin the night by trying to kill her, ...                See full summary »",René Guajardo Vessi
tt5951250,Hamlin,2016,103 min,Horror,8.6,Felix tackles his inherited expectancy of musical talent while his love life and friendships crash around him after he finds a flute which possesses him.,Rachel Brogan
tt11436686,St. Patrick's Day,2021,45 min,Horror,8.6,Wearing green won't save you in this throwback to slasher films of the 1980s.,Jared Campbell
tt16183408,The Silver Vindicator,2021,163 min,"Action, Drama, Horror",8.6,"After The Events That took place in Radiator Springs a few years ago , nobody Since has heard about Finn or where he might be. When an enemy reemerges and threatens Radiator Springs with a ...                See full summary »",Haris
tt2136889,ED & The Awakening,2011,77 min,"Comedy, Horror, Sci-Fi",8.6,"Can you imagine a world without Lizards? No you can't, because it doesn't exist.",Patrick Love
tt6990316,Phantom of the Opera at the London Coliseum,2017,,Horror,8.6,"After a 24 year wait, Roy Budd's musical score for The Phantom of the Opera premiered in the spectacular surrounds of The London Coliseum, on Sunday the 8th October 2017.",
tt6155650,Shucks,2017,50 min,"Horror, Mystery",8.6,"Focusing on a simplistically ritualistic man who after an attempt to escape his habitual flaws, passionately, yet unknowingly manufacturers himself into that which he chooses as consumption, eventually and ultimately consuming him.",Ty Brueilly
tt1975310,Tomato Man,2010,80 min,Horror,8.6,Tomato Man is a serial killer in a small community that starts killing unsuspecting ladies. The Mayor and Detectives are in a search for Tomato Man the problem is no knows who Tomato Man is.,Matthew W. Enstrom
tt2770022,Zen Stories,2000,,"Comedy, Horror",8.6,Five traditional Zen Stories set in Manhattan.,Milan Trenc
tt1161647,Last Getaway,2007,91 min,"Comedy, Horror, Mystery",8.6,Last Getaway is a one of a kind Comedic-Horror film that is as quirky as it is creepy. When Will Hataway convinces his friends that a camping trip in the forest near his hometown will be a ...                See full summary »,Patrick C. Clinton
tt12767794,Empire,2020,72 min,Horror,8.6,"Empire is a feature film following the misadventures of two men shipwrecked in the vast Pacific Trash Vortex. As the men struggle to survive, the power play between them devolves from the ...                See full summary »",Paul L. Carr
tt14074042,"Death, My Darling",2021,45 min,Horror,8.6,"A man with a death wish unknowingly sells his soul to an evil force, resulting in his attempted death through the world around him. In this tale, a lost man becomes a broken one.",Jarrod Van Hauen
tt2193368,Behind the Horror,2013,70 min,"Comedy, Horror",8.6,BEHIND THE HORROR is a dark comedy about the making of a horror film. A documentarian follows a narrative film crew on the first day of principal photography of a historical horror feature ...                See full summary »,Merik Tadros
tt2763068,The Games That Children Play,2014,,Horror,8.6,Rae has been experiencing troubling dreams and premonitions since her childhood.,Shaundraey Carmichael
tt4270112,Restoration,2014,47 min,Horror,8.6,"The ghost of 10-year-old Yvonne LeMay has been anchored to the trunk of a 1950 Fleetline Deluxe for over half a century. Uprooted from a rural setting, the change in car ownership doesn't ...                See full summary »",Ryan Oliver
tt0166575,Dimension,1984,,"Horror, Thriller",8.6,"A man gets a power to cross dimensions in a cave, after using it, he finds out in the worst way that the use of dimensions has consequences.",Leon Armand
tt5891194,Flesh of My Flesh,2016,80 min,"Drama, Horror",8.6,"Teenage girl finds out, through her dreams and hallucinations, that she has a rather violent and morbid past. She sets out to right the wrong but her journey will take her to hell and back.",Emir Skalonja
tt0449227,Don't Blink,2007,,Horror,8.6,Add a Plot,Desmond Gumbs
tt13267024,Cold Calm,2020,103 min,"Horror, Thriller",8.6,A mentally ill survivor of a disfiguring assault invites her unwitting assailant over for an evening of horrific revenge.,Tyna Ezenma
tt7093188,Darkside Stories,2017,50 min,"Horror, Thriller",8.6,"5 boys go on a camping trip and tell scary stories around a campfire. Can the boys handle stories of werewolves, balloons, and a DVD store owner?",Matthew Mark Hunter
tt4280756,Blood Drops of Love,2014,,Horror,8.6,Add a Plot,Larry Rosen
tt0078748,Alien,1979,117 min,"Horror, Sci-Fi",8.5,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,Ridley Scott
tt0054215,Psycho,1960,109 min,"Horror, Mystery, Thriller",8.5,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",Alfred Hitchcock
tt12415546,Attack on Titan: Chronicle,2020,122 min,"Animation, Action, Adventure",8.5,A recap of the popular anime series Shingeki no Kyojin from seasons 1-3.,"Masashi Koizuka, 
Tetsurô Araki"
tt26542515,Suvarna Sundari,2023,,"Horror, Thriller",8.5,"Revolves around a fabled Trinethri Idol, and how it affects several lives in the course of its journey from the 15th century to modern times.",Surendra Madaarapu
tt15658626,Here for Blood,2022,120 min,"Comedy, Horror",8.5,"When his girlfriend, Phoebe, is swamped with college exams; Tom O'Bannon, a rowdy pro-wrestler struggling to make ends meet, agrees to fill in as a last-minute replacement for her well ...                See full summary »",Daniel Turres
